HYUNDAI,Tucson AWD,SUV - SMALL,2.4,4,11.0,9.1,10.1,240,Petrol,10.24,10.43,9.86,9.669999999999998,10.05
TOYOTA,Corolla,MID-SIZE,1.8,4,8.3,6.7,7.6,178,Petrol,7.66,7.82,7.34,7.18,7.5
TOYOTA,Highlander Hybrid AWD,SUV - STANDARD,3.5,6,8.1,8.5,8.3,193,Petrol,8.26,8.219999999999999,8.34,8.379999999999999,8.3
VOLKSWAGEN,Arteon 4MOTION,FULL-SIZE,2.0,4,12.0,8.6,10.4,244,Diesel,10.639999999999999,10.979999999999999,9.96,9.62,10.3
BMW,X3 M40i,SUV - SMALL,3.0,6,11.3,8.7,10.1,235,Diesel,10.26,10.52,9.74,9.479999999999999,10.0
DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,18.6,11.2,15.3,358,Diesel,15.64,16.38,14.16,13.419999999999998,14.9
FORD,Escape Hybrid,SUV - SMALL,2.5,4,5.4,6.3,5.8,136,Petrol,5.76,5.67,5.9399999999999995,6.029999999999999,5.85
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,18.2,11.7,15.3,352,Diesel,15.6,16.25,14.3,13.649999999999999,14.95
MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,15.5,11.0,13.5,310,Diesel,13.7,14.149999999999999,12.8,12.349999999999998,13.25
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,15.7,10.6,13.4,308,Diesel,13.66,14.169999999999998,12.64,12.129999999999999,13.149999999999999
FORD,EXPLORER AWD (EcoBoost),SUV - STANDARD,3.5,6,14.9,10.7,13.0,299,Petrol,13.219999999999999,13.639999999999999,12.379999999999999,11.959999999999999,12.8
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,14.2,10.4,12.5,288,Petrol,12.68,13.059999999999999,11.92,11.54,12.3
MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,17.5,13.2,15.6,359,Diesel,15.780000000000001,16.21,14.919999999999998,14.489999999999998,15.35
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,11.6,8.4,10.1,232,Diesel,10.32,10.639999999999999,9.68,9.36,10.0
SCION,xB,STATION WAGON - SMALL,2.4,4,10.9,8.5,9.8,225,Petrol,9.940000000000001,10.18,9.46,9.219999999999999,9.7
FORD,FOCUS FFV,COMPACT,2.0,4,12.1,8.6,10.5,175,Electric,10.7,11.049999999999999,10.0,9.649999999999999,10.35
AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4,9.7,7.5,8.7,205,Petrol,8.82,9.04,8.379999999999999,8.16,8.6
GMC,YUKON FFV,SUV - STANDARD,5.3,8,15.1,10.4,13.0,305,Petrol,13.219999999999999,13.689999999999998,12.280000000000001,11.809999999999999,12.75
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,12.1,8.3,10.4,242,Diesel,10.58,10.959999999999999,9.82,9.440000000000001,10.2
VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,11.3,8.4,10.0,233,Petrol,10.14,10.43,9.56,9.27,9.850000000000001
BMW,M550i xDRIVE,MID-SIZE,4.4,8,14.3,9.4,12.1,283,Diesel,12.34,12.83,11.36,10.870000000000001,11.850000000000001
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,12.7,8.5,10.8,254,Petrol,11.02,11.439999999999998,10.18,9.759999999999998,10.6
LAMBORGHINI,HURACAN AWD,TWO-SEATER,5.2,10,17.2,12.2,15.0,349,Diesel,15.2,15.7,14.2,13.7,14.7
MAZDA,MAZDA6 TURBO,MID-SIZE,2.5,4,10.0,7.5,8.9,208,Petrol,9.0,9.25,8.5,8.25,8.75
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,13.5,10.3,12.1,282,Diesel,12.219999999999999,12.54,11.580000000000002,11.26,11.9
AUDI,A3 quattro,SUBCOMPACT,2.0,4,10.9,7.9,9.6,225,Petrol,9.7,10.0,9.100000000000001,8.8,9.4
LAND ROVER,Range Rover Velar D180,SUV - SMALL,2.0,4,9.2,7.8,8.5,229,CNG,8.64,8.78,8.36,8.219999999999999,8.5
MASERATI,Quattroporte SQ4,FULL-SIZE,3.0,6,15.0,10.3,12.8,301,Diesel,13.120000000000001,13.59,12.18,11.71,12.65
SUBARU,Outback AWD,SUV - SMALL,3.6,6,12.0,8.7,10.5,247,Petrol,10.68,11.009999999999998,10.02,9.689999999999998,10.35
TOYOTA,Yaris (SIL),COMPACT,1.5,4,7.8,6.0,6.8,164,Petrol,7.08,7.26,6.72,6.539999999999999,6.9
VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,10.7,8.0,9.4,220,Petrol,9.62,9.889999999999999,9.08,8.809999999999999,9.35
BMW,M2 Competition,SUBCOMPACT,3.0,6,14.1,10.3,12.4,290,Diesel,12.579999999999998,12.959999999999999,11.82,11.44,12.2
